,arabizi,arabic,from_source
8542,mouja,موجه,0
8543,kariouka,كريوكة,0
8544,ybi3ou,يبيعوا,0
8545,mil7,ملح,0
8546,fsawfa,فسوف,0
8547,tal3a,طالعة,0
8548,moudhahrat,المظاهرات,0
8549,walh,وله,0
8550,chihemek,شيهمك,0
8551,hazan,هزان,0
8552,takhralou,تخرالو,0
8553,malna,مالنا,0
8554,wmal,ومال,0
8555,ta7lou,تحلو,0
8556,yedeh,يده,0
8557,echahid,الشهيدين,0
8558,kathalek,كذالك,0
8559,ta3rfouha,تعرفوها,0
8560,ta3cha9,تعشق,0
8561,welti7ad,والاتحاد,0
8562,aghlabiya,الاغلبية,0
8563,lintaj,الانتاج,0
8564,wmakch,وماكش,0
8565,echay2,الشئ,0
8566,8omma,غمة,0
8567,ar9am,الأرقام,0
8568,jalta,جلطة,0
8569,rajim,رجيم,0
8570,la7ad,الأحد,0
8571,may9oul,مايقول,0
8572,9annou,قننو,0
8573,7awess,حوس,0
8574,awtha3,الأوضاع,0
8575,ba7t,بحت,0
8576,fammech,فمش,0
8577,yet3adew,يتعداو,0
8578,da3ma,دعما,0
8579,asdi9a,الاصدقاء,0
8580,machia,ماشيا,0
8581,ba3roura,بعرورة,0
8582,yahfedh,يحفض,0
8583,9a3dou,قعدوا,0
8584,nekhdmou,نخدمو,0
8585,nahda,نهضه,0
8586,lwah,لواه,0
8587,afrej,أفرج,0
8588,ydhor,يضر,0
8589,aslou,أصلو,0
8590,alh,آله,0
8591,nejma,نجمة,0
8592,masset,ماسط,0
8593,zawjha,زوجها,0
8594,wmchet,ومشات,0
8595,sofien,سفيان,0
8596,ela3de2,الاعداء,0
8597,ilayk,اليك,0
8598,wthaniyan,وثانيا,0
8599,ytermtou,بترمتو,0
8600,eta3limat,التعليمات,0
8601,5athra,خضراء,0
8602,jra,جرى,0
8603,tiran,طيران,0
8604,intikhabi,الانتخابي,0
8605,live,لايف,0
8606,ijra2at,إجراءات,0
8607,liljanoub,للجنوب,0
8608,el7noucha,الحنوشة,0
8609,lilmajhoul,للمجهول,0
8610,alkhariji,الخارجي,0
8611,ta3louha,تعملوها,0
8612,tbi3ou,تبيعو,0
8613,chal9ou,شلقو,0
8614,hadhak,هذك,0
8615,lekbar,لكبار,0
8616,na9lou,نقلو,0
8617,rasmiyan,رسميا,0
8618,madher,منظر,0
8619,la3jab,لعجب,0
8620,lfi2a,الفئة,0
8621,elmas2oulin,المسؤلين,0
8622,ya3abir,ياعبير,0
8623,wanah,وانه,0
8624,ajlan,اجلا,0
8625,ndhaf,نضاف,0
8626,elkawkeb,الكوكب,0
8627,yet3alem,يتعلم,0
8628,esa3ba,الصعبة,0
8629,tasmiya,تسمية,0
8630,elijram,الإجرام,0
8631,ista9al,استقال,0
8632,wjma3teh,وجماعته,0
8633,ta2aked,تاكد,0
8634,erez9,الرزق,0
8635,7assalt,حصلت,0
8636,ki5,كيخ,0
8637,mamsatkom,ممسطكم,0
8638,elfachla,الفاشلة,0
8639,fahma,فاهمة,0
8640,elbatt,البت,0
8641,elhawajez,الحواجز,0
8642,sarech,صارش,0
8643,ymor,يمر,0
8644,makamch,مكمش,0
8645,jwa3a,جواعة,0
8646,rahina,رهينة,0
8647,ista9altou,استقالتو,0
8648,welmas2oul,والمسؤول,0
8649,arjou,ارجو,0
8650,hadhom,هذام,0
8651,elfelfel,الفلفل,0
8652,ettatar,التتار,0
8653,litamrir,لتمرير,0
8654,jebtek,جبتك,0
8655,5arijia,خارجية,0
8656,ista9ilou,استقيلو,0
8657,wath3iya,وضعية,0
8658,sadma,صدمة,0
8659,sirin,سيرين,0
8660,roundilat,رونديلات,0
8661,chiyou3i,شيوعي,0
8662,elhwa2,الهواء,0
8663,elghira,الغيرة,0
8664,essalama,السلامة,0
8665,ayamek,ايامك,0
8666,tasrib,تسريب,0
8667,makboul,مقبول,0
8668,baramjek,برامجك,0
8669,jihet,جهات,0
8670,a7malni,احمليني,0
8671,wazira,وزيرة,0
8672,elkhirt,الخيط,0
8673,elmorta3cha,المرتعشة,0
8674,sada,سادة,0
8675,yasami,ياسامي,0
8676,wela7zeb,والأحزاب,0
8677,sara7a,سراحه,0
8678,ela9atala,القتلة,0
8679,tlawjou,تلوجو,0
8680,9raw,قراو,0
8681,filmajless,فالمجلس,0
8682,ynoub,ينوب,0
8683,7sibek,حسيبك,0
8684,7afth,حفظ,0
8685,eljomla,الجملة,0
8686,zouhayr,زهير,0
8687,welboghdh,والبغض,0
8688,mawkouf,موقوف,0
8689,plato,بلاطو,0
8690,eddabagh,الدباغ,0
8691,whakatha,وهكذا,0
8692,lay,لاي,0
8693,9iyedat,قيادات,0
8694,wserka,وسرقة,0
8695,welefriki,والافريقي,0
8696,tjibouha,تجيبوها,0
8697,tanmia,تنمية,0
8698,terkeb,تركب,0
8699,elhamel,الهامل,0
8700,ma3andhom,معندهم,0
8701,mantiki,منطقي,0
8702,wyerz9ek,ويرزقك,0
8703,waslek,وصلك,0
8704,bich,بيش,0
8705,7abl,حبل,0
8706,masdoud,مسدود,0
8707,ennil,النيل,0
8708,yelta9i,يلتقي,0
8709,tabba,طبة,0
8710,mordha,مرضا,0
8711,elfahem,والفاهم,0
8712,tachri3iya,تشريعية,0
8713,7alha,حلها,0
8714,elmilaffat,الملفات,0
8715,lehmal,الهمل,0
8716,wyo93dou,ويقعدو,0
8717,edwam,الدوام,0
8718,innha,إنها,0
8719,5outoura,خطورة,0
8720,ysammi,يسمي,0
8721,ar7el,أرحل,0
8722,ethawri,الثوري,0
8723,ybott,يبط,0
8724,sakhifa,سخيفة,0
8725,walfou,والفو,0
8726,i3lamkom,اعلامكم,0
8727,lkhedma,لخدمة,0
8728,dawi,داوي,0
8729,masl7etha,مصلحتها,0
8730,mechichi,مشيشى,0
8731,w9alil,وقليل,0
8732,tli9,تليق,0
8733,y7alel,يحلل,0
8734,baya3,بايع,0
8735,wechi5,والشيخ,0
8736,marit,ماريت,0
8737,9imtek,قيمتك,0
8738,alfin,الفين,0
8739,m3athbethom,معذبتهم,0
8740,btbi3tek,بطبيعتك,0
8741,ar7am,أرحم,0
8742,elwajha,الواجهة,0
8743,hala,هلا,0
8744,bjma3a,بجماعة,0
8745,kercha,كرشة,0
8746,elmeddeb,المدب,0
8747,boudourou,بودورو,0
8748,karakouz,كاراكوز,0
8749,i7na,إحنا,0
8750,betwali,بالتوالي,0
8751,a,آ,0
8752,masla7tou,مصلحتو,0
8753,nath7kou,نضحكو,0
8754,jareb,جرب,0
8755,ye3jbek,يعجبك,0
8756,ams,أمس,0
8757,dyarna,ديارنا,0
8758,yon9od,ينقد,0
8759,berket,بركت,0
8760,besmou,باسمو,0
8761,bi5tissar,باختصار,0
8762,yeslekha,يسلكها,0
8763,nchoufek,نشوفك,0
8764,7odhn,حضن,0
8765,mawathi3,مواضيع,0
8766,awladi,اولادي,0
8767,tkaymelha,تقيملها,0
8768,y7a9e9,يحقق,0
8769,l5erriji,الخريجي,0
8770,wrasek,وراسك,0
8771,enta5abet,انتخبت,0
8772,zaydin,زايدين,0
8773,mon7atta,منحطة,0
8774,etasarrof,التصرف,0
8775,bta3limet,بتعليمات,0
8776,el3adhima,العظيمة,0
8777,ba8la,بغلة,0
8778,l9adhi,القاضي,0
8779,brab,برب,0
8780,ryoskom,ريوسكم,0
8781,yekseb,يكسب,0
8782,l9oroudhat,القروضات,0
8783,binnife9,بالنفاق,0
8784,bsara7a,بصراحه,0
8785,moured,مورد,0
8786,etajawel,التجول,0
8787,el5arrouba,الخروبة,0
8788,intime2,انتماء,0
8789,ta3mloulou,تعملولو,0
8790,ba9lewa,البقلاوة,0
8791,ysawed,يسود,0
8792,hazna,هزنا,0
8793,3rafna,عرفنا,0
8794,wytawel,ويطول,0
8795,wsaheb,وصاحب,0
8796,swag,سواڨ,0
8797,w3andha,وعندها,0
8798,billah,باالله,0
8799,na3malha,نعملها,0
8800,eda3im,الداعم,0
8801,wasli,واصلي,0
8802,elbled,البلاد،,0
8803,tlaviz,تلافز,0
8804,bih,بيه.,0
8805,lcha3bek,لشعبك,0
8806,ya3zel,يعزل,0
8807,et9oul,اتقول,0
8808,bchkoun,بشكون,0
8809,omhom,امهم,0
8810,wykhallik,ويخليك,0
8811,a7kem,احكام,0
8812,mohimetha,مهمتها,0
8813,echobha,الشبهة,0
8814,w3awed,وعاود,0
8815,btal9i7,بتلقيح,0
8816,b,بـ,0
8817,wkifech,وكيفاش,0
8818,5atem,خاتم,0
8819,2injez,الانجاز,0
8820,ntaleb,نطالب,0
8821,wra5,والرخ,0
8822,wlkhiyena,والخيانة,0
8823,l2a7sen,الاحسن,0
8824,y7ebbouh,يحبوه,0
8825,fihomch,فيهمش,0
8826,el3ala9at,العلاقات,0
8827,ta3tina,تعطينا,0
8828,a3lech,أعلاش,0
8829,lgateau,لڨاتو,0
8830,lmasir,المصير,0
8831,jamel,جمال,0
8832,bira,بيرة,0
8833,2entihezi,الانتهازي,0
8834,mnawrin,منورين,0
8835,bl9ouroudhat,بالقروضات,0
8836,wlaha,ولها,0
8837,echouk,الشوك,0
8838,innani,انني,0
8839,tehtam,تهتم,0
8840,2i9ama,الإقامة,0
8841,wzed,وزاد,0
8842,elmo7taram,المحترم,0
8843,el3amid,العميد,0
8844,yanha,ينهى,0
8845,bale8,بلاغ,0
8846,fdha7thom,فضحتهم,0
8847,ma3adech,ماعدش,0
8848,ylawjou,يلوجوا,0
8849,bara7,بارح,0
8850,lil2estethmar,للاستثمار,0
8851,jrabe3,جرابع,0
8852,ya9edh,يقظ,0
8853,sohyouniya,صهيونية,0
8854,echa3b,الشّعب,0
8855,cinima,سينما,0
8856,w2e7tiram,واحترام,0
8857,chabbi,شابي,0
8858,elmota9adima,المتقدمة,0
8859,wyemchou,ويمشو,0
8860,dyarhom,ديارهم,0
8861,chi5kom,شيخكم,0
8862,yesma7,يسمح,0
8863,te3taref,تعترف,0
8864,m3a,.مع,0
8865,7altou,حالتو,0
8866,w2ayn,واين,0
8867,2e3len,الإعلان,0
8868,jaddi,جدي,0
8869,warri,وري,0
8870,bada,بدى,0
8871,weldha,ولدها,0
8872,masirtek,مسيرتك,0
8873,lehlel,الهلال,0
8874,raht,رهط,0
8875,elharouni,الهاروني,0
8876,3aychkom,عيشكم,0
8877,yasidi,ياسيدي,0
8878,r9o3,رقع,0
8879,tabi3iya,طبيعية,0
8880,yestanna,يستني,0
8881,el2ebn,الابن,0
8882,jneza,جنازة,0
8883,a79er,احقر,0
8884,amena,امانه,0
8885,mou7afedh,محافظ,0
8886,bayet,بايت,0
8887,bel2a7ra,بالاحرى,0
8888,wjaych,وجيش,0
8889,mat3ou,متعو,0
8890,l7abes,لحبس,0
8891,elfekr,الفكر,0
8892,warrini,وريني,0
8893,2a7ebe2,احباء,0
8894,corona,كورونا:,0
8895,chaye5,شايخ,0
8896,yerte7ou,يرتاحو,0
8897,estad3a,استدعى,0
8898,ydabrou,يدبرو,0
8899,wye5dmou,ويخدمو,0
8900,hazzou,هزوا,0
8901,ynabhou,ينهبو,0
8902,l2omma,الأمة,0
8903,franca,فرانسا,0
8904,2a7ebati,احبتي,0
8905,marti,مرتي,0
8906,ajar,اجار,0
8907,wfawatir,وفواتير,0
8908,2ensaniya,إنسانية,0
8909,waja3,وجع,0
8910,ostrou,استرو,0
8911,hashi,هاشي,0
8912,ilahan,الها,0
8913,2a5ih,اخيه,0
8914,kich,كش,0
8915,ghro9t,غرقت,0
8916,ma3i,معى,0
8917,yawallah,ياوالله,0
8918,chokra,شكرى,0
8919,ma7rou9,محروق,0
8920,wtemchi,وتمشي,0
8921,wtijara,والتجارة,0
8922,sader,صدر,0
8923,sokerji,سكارجي,0
8924,rana,رنا,0
8925,siyasiyyin,سياسين,0
8926,wlma,والماء,0
8927,kafana,كفانا,0
8928,sara7ek,سراحك,0
8929,rouma,روما,0
8930,3ich,عش,0
8931,belle3bed,بالعباد,0
8932,sayess,سايس,0
8933,tounsiya,تونسيه,0
8934,2awemer,أوامر,0
8935,nal9aw,نلقاو,0
8936,gaz,غاز,0
8937,maded,مادد,0
8938,sa3yokom,سعيكم,0
8939,ytab3ou,يتبعو,0
8940,tar,طار,0
8941,2alam,ألم,0
8942,y3affes,يعفس,0
8943,n3aniw,نعانيو,0
8944,lazemkom,لازمكم,0
8945,bel7a9,بحق,0
8946,yafechel,يافاشل,0
8947,an9edh,انقذ,0
8948,eghtisab,الاغتصاب,0
8949,7a9i9i,حقيقي,0
8950,ye3tadi,يعتدي,0
8951,mar3oub,مرعوب,0
8952,klet,كلات,0
8953,lahin,لاهيين,0
8954,habta,هابطة,0
8955,momteza,ممتازة,0
8956,stal,سطل,0
8957,mafiya,مافية,0
8958,fo5ra,فخرا,0
8959,el7yed,الحياد,0
8960,tcheddou,تشدو,0
8961,bajah,بجه,0
8962,7izbiya,حزبية,0
8963,yetdhaher,يتظاهر,0
8964,kafeh,كفاه,0
8965,elba2id,البائد,0
8966,5aliyoh,خليوه,0
8967,yetlha,يتلها,0
8968,ena3ja,النعجة,0
8969,lkollou,لكلو,0
8970,2i3lamiyin,إعلاميين,0
8971,waslou,واصلو,0
8972,wtab9a,وتبقى,0
8973,yestad3i,يستدعي,0
8974,zo7al,زحل,0
8975,zitoun,زيتون,0
8976,wyemchou,ويمشوا,0
8977,3addi,عدي,0
8978,l9a3da,القاعدة,0
8979,2e3tazil,اعتزل,0
8980,lmint9a,المنطقة,0
8981,matnajamch,متنجمش,0
8982,9arsa,قارصة,0
8983,3amaliyyin,عملين,0
8984,7ekma,حكمة,0
8985,tetsarref,تتصرف,0
8986,ra2yi,رأيي,0
8987,lebsin,لابسين,0
8988,tal3a,طلعة,0
8989,tbet,تبات,0
8990,chkouni,شكوني,0
8991,b2ittifa9iyet,بإتفاقيات,0
8992,gannouchou,غنوشو,0
8993,weni,واني,0
8994,waw,واو,0
8995,n3awed,نعاود,0
8996,2ifles,إفلاس,0
8997,elle3eb,اللاعب,0
8998,lmou7akma,المحاكمة,0
8999,edhif,الضيف,0
9000,tfouri5,تفوريخ,0
9001,le7nek,الحناك,0
9002,yon9edh,ينقذ,0
9003,madhroub,مضروب,0
9004,ma3hed,معهد,0
9005,dhahrek,ظهرك,0
9006,bir,بير,0
9007,l8idha2iya,الغذائية,0
9008,tache2,تشاء,0
9009,5oftech,خفتش,0
9010,kobra,كبرى,0
9011,bilymin,باليمين,0
9012,ya3mlouh,يعملوه,0
9013,chaklek,شكلك,0
9014,wmadha,وماذا,0
9015,tamaman,تماما,0
9016,tdel,تدل,0
9017,o93ed,أقعد,0
9018,wledek,ولادك,0
9019,mawed,مواد,0
9020,jyoubhom,جيوبهم,0
9021,maye7chemch,ميحشمش,0
9022,mat7ebbouch,متحبوش,0
9023,wosber,واصبر,0
9024,dhib,ذيب,0
9025,metrobya,متربية,0
9026,triss,تريس,0
9027,abi,أبي,0
9028,el3alfa,العلفة,0
9029,wdholm,والظلم,0
9030,wyekdheb,ويكذب,0
9031,eji3an,الجيعان,0
9032,blougha,باللغة,0
9033,lmotaham,المتهم,0
9034,alasna,ألسنا,0
9035,sabran,صبرا,0
9036,kleh,كلاه,0
9037,camera,كاميرا,0
9038,lmoudhahra,المظاهرة,0
9039,dhid,ضدّ,0
9040,ted3i,تدعي,0
9041,5oulasa,خلاصة,0
9042,testannou,تستنو,0
9043,nabbara,نبارة,0
9044,blotf,بلطف,0
9045,behta,باهتة,0
9046,el3a2ilet,العائلات,0
9047,edou5a,الدوخة,0
9048,5orrafa,خرافة,0
9049,dhlil,ذليل,0
9050,yajbal,ياجبل,0
9051,kalamt,كلمت,0
9052,wsi,وسي,0
9053,dourek,دورك,0
9054,cha3bou,شعبو,0
9055,asa7,اصح,0
9056,elkairwen,القروان,0
9057,yestarjel,يسترجل,0
9058,lilmojtama3,للمجتمع,0
9059,ta7arouket,تحركات,0
9060,sa7ethom,صحتهم,0
9061,tjibhom,تجيهم,0
9062,7oula,حوله,0
9063,fehmou,فهمو,0
9064,2ach8al,اشغال,0
9065,enazih,النزيه,0
9066,fachalah,فشله,0
9067,5rebtouha,خربتوها,0
9068,kaskrout,كسكروة,0
9069,wjesm,وجسم,0
9070,ya9oumoun,يقومون,0
9071,jihawiyet,جهويات,0
9072,mo5tass,مختص,0
9073,el3omran,العمران,0
9074,n7arem,نحرم,0
9075,sakrouha,سكروها,0
9076,w5alik,وخليك,0
9077,ntab3ou,نتبعو,0
9078,elyasariya,اليسارية,0
9079,mezyen,مزيان,0
9080,yar5is,يارخيص,0
9081,wnerte7ou,ونرتاحو,0
9082,tal9atou,طلقاتو,0
9083,ywa5er,يوخر,0
9084,fadit,فديت,0
9085,9raba,قرابة,0
9086,3amlinou,عاملينو,0
9087,w5alikom,وخليهم,0
9088,ybayen,يبين,0
9089,nsad9ouk,نصدقوك,0
9090,wtal9i7,والتلقيح,0
9091,yejbedlou,يجبدلو,0
9092,a3tiyouna,اعطيونا,0
9093,b7asb,بسحب,0
9094,esilm,السلم,0
9095,wlmel7,والملح,0
9096,eta9ess,طقس,0
9097,9anouniyan,قانونيا,0
9098,wl7imeya,وحماية,0
9099,met7ayla,متحيلة,0
9100,rabkom,ربكم,0
9101,yasna3,يصنع,0
9102,el7arek,الحارك,0
9103,atbe3,أتباع,0
9104,w2atbe3ha,واتباعها,0
9105,ykamlou,يكملوا,0
9106,ra2si,رأسي,0
9107,3abda,عبدة,0
9108,lita7wir,للتحوير,0
9109,nor9dou,نرقدو,0
9110,raj3ouh,رجعوه,0
9111,yar7el,يرحل,0
9112,lilmajless,للمجلس,0
9113,yet3arkou,يتعاركوا,0
9114,fehri,فهري,0
9115,echobek,الشباك,0
9116,bilo9ma,باللقمة,0
9117,elkhoutout,الخطوط,0
9118,ka7la,كحلة,0
9119,wabadan,وابدا,0
9120,2ebda2,ابدئ,0
9121,yor9dou,يرقدو,0
9122,amal,امال,0
9123,zinek,زينك,0
9124,sare7,سارح,0
9125,2ederiya,ادارية,0
9126,kallamtou,كلمتو,0
9127,edirassi,الدراسي,0
9128,motadanni,متدني,0
9129,yorze9,يزرق,0
9130,tghata,تغطي,0
9131,kel3ada,كالعاده,0
9132,alri2esiya,الرئاسية,0
9133,methlahom,مثلهم,0
9134,fdawla,فالدولة,0
9135,ma3loul,معلول,0
9136,ariena,اريانة,0
9137,etal9i7 ,للتلقيح,0
9138,el2amrici,الامريكي,0
9139,etrabilsiya,الطرابلسية,0
9140,ghayethom,غايتهم,0
9141,rabbek,ربك,0
9142,tonchrou,تنشرو,0
9143,elfitna,الفتنه,0
9144,echou2oun,الشؤون,0
9145,wl9arar,والقرار,0
9146,karithiya,كارثية,0
9147,etamme3,الطماع,0
9148,eda7il,الدحيل,0
9149,wyadhreb,ويضرب,0
9150,seb9ouh,سبقوه,0
9151,tabi3iya,طبيعة,0
9152,bravooo,برافووو,0
9153,elmounefi9oun,المنافقون,0
9154,elkilma,الكلمه,0
9155,el9ahr,القهر,0
9156,fi9na,فقنا,0
9157,ya5le9,يخلق,0
9158,el7alloufa,الحلوفة,0
9159,elkafe2et,الكفاءات,0
9160,elmachrou3,المشروع,0
9161,wadh3ek,وضعك,0
9162,elasad,الأسد,0
9163,w2awalhom,وأولهم,0
9164,nod5lou,ندخلو,0
9165,zwel,زوال,0
9166,tal3en,تعلن,0
9167,2amoun,آمون,0
9168,vicom,فيكوم,0
9169,yetmata3,يتمتع,0
9170,ejri,اجري,0
9171,jahom,جاهم,0
9172,lilla,للا,0
9173,el7adh,الحظ,0
9174,echawechi,الشواشي,0
9175,wl2amn,والأمن,0
9176,nghib,تغيب,0
9177,9illa,قله,0
9178,bil9alb,بالقلب,0
9179,y3aychek,يعيشك,0
9180,nerb7ou,نربحو,0
9181,fahmouni,فهموني,0
9182,ldiwen,لديوان,0
9183,y7e9,يحق,0
9184,dharouri,ضروري,0
9185,el2awen,الأوان,0
9186,2i3ti9al,اعتقال,0
9187,bel3amal,بالعمل,0
9188,wa9a7a,وقاحة,0
9189,2irada,إرادة,0
9190,tansib,تنصيب,0
9191,elfadha2i7,الفضائح,0
9192,mezyena,مزيانة,0
9193,bwzara,بوزارة,0
9194,jbed,جبد,0
9195,yod5lou,يدخلوا,0
9196,2afdha7,افضح,0
9197,7asel,حاصل,0
9198,sallamli,سلملي,0
9199,2e3tisamet,الاعتصامات,0
9200,ydawrou,يدوروا,0
9201,lisiyeda,لسيادة,0
9202,rakech,راكش,0
9203,el3ahirat,العاهرات,0
9204,yestachir,يستشير,0
9205,wdwe3ich,والدواعش,0
9206,douda,دودة,0
9207,wl9red,والقراد,0
9208,ynin,ينين,0
9209,aflem,أفلام,0
9210,lmouhamed,لمحمد,0
9211,2a5le9,اخلاق,0
9212,nate2ij,نتائج,0
9213,tosmen,تسمن,0
9214,brjouliya,بورجولية,0
9215,3atel,عاطل,0
9216,l7atta,لحتى,0
9217,t3adet,تعدات,0
9218,l3ayeltou,لعايلتو,0
9219,ldhariba,الضريبة,0
9220,enakira,النكرة,0
9221,yetwa9ef,يتوقف,0
9222,wlmafia,والمافيا,0
9223,nestawrid,نستوردو,0
9224,ljish,لجيش,0
9225,jena,جانا,0
9226,azza,عزة,0
9227,da5alha,دخلها,0
9228,el7akim,الحكيم,0
9229,mouwaten,موطان,0
9230,lo9ma,اللقمة,0
9231,oumourou,امورو,0
9232,dhaherli,ضهرلي,0
9233,lawajt,لوجت,0
9234,mayhezek,مايهزك,0
9235,jdida,جديده,0
9236,byout,بيوت,0
9237,el3akir,العكر,0
9238,kirchou,كرشو,0
9239,mfabrka,مفبركة,0
9240,tajribi,تجريبي,0
9241,tal,طال,0
9242,7al9a,حلقه,0
9243,dketra,دكاترة,0
9244,yamosaique,ياموزاييك,0
9245,o7kmou,احكمو,0
9246,l9ach,لقاش,0
9247,panama,بنما,0
9248,hatef,هاتف,0
9249,ycheddouh,يشدوه,0
9250,wba3dh,وبعض,0
9251,nos5a,نسخة,0
9252,eta3rif,التعريف,0
9253,2e5dmi,اخدمي,0
9254,7adou,حدو,0
9255,rajolan,رجلا,0
9256,el3olya,العليا,0
9257,fiz,فز,0
9258,maliya,مالية,0
9259,3ahra,عاهرة,0
9260,9afas,قفص,0
9261,chafet,شافت,0
9262,2amthelkom,امثالكم,0
9263,t7ebna,تحبنا,0
9264,el5ale9,الخالق,0
9265,w2a5er,واخر,0
9266,achwem,اشوم,0
9267,dolar,دولار,0
9268,ya3malch,يعملش,0
9269,adh7ek,اضحك,0
9270,ghsal,غسل,0
9271,wazza3nehom,وزعناهم,0
9272,mastafadna,ماستفدنا,0
9273,manchourek,منشورك,0
9274,moudhi3,مذيع,0
9275,dhakartni,ذكرتني,0
9276,tsed,تسد,0
9277,5lifa,خليفة,0
9278,amir,أمير,0
9279,wbenesba,وبالنسبة,0
9280,najmouch,نجموش,0
9281,darsek,درسك,0
9282,eljazira,الجزيرة,0
9283,9darhom,قدرهم,0
9284,visa,فيزا,0
9285,yarajel,ياراجل,0
9286,elbakou,الباكو,0
9287,elmaddi,المادي,0
9288,tajin,طاجين,0
9289,erye7,الرياح,0
9290,elpage,الباج,0
9291,balekch,بالكش,0
9292,5fif,خفيف,0
9293,wdhrab,وضرب,0
9294,l2itihem,الاتهام,0
9295,w7atta,وحتي,0
9296,el3amaliyet,العمليات,0
9297,9owet,قوات,0
9298,nchoufouh,نشوفوه,0
9299,7abba,حابة,0
9300,wafiya,وفيه,0
9301,2amena,أمانة,0
9302,wbidoun,وبدون,0
9303,ta7ridh,تحريض,0
9304,wwe9fet,ووقفت,0
9305,tadhmin,تضمن,0
9306,mosta9balan,مستقبلا,0
9307,bekr,بكر,0
9308,w2e5dem,واخدم,0
9309,erej3i,الرجعي,0
9310,sahhil,سهل,0
9311,2afsed,أفسد,0
9312,kassartoulna,كسرتولنا,0
9313,l7afadh,الحفاظ,0
9314,sari7,صريح,0
9315,2ijebiya,إيجابية,0
9316,rashom,راسهم,0
9317,eta2sisi,التاسيسي,0
9318,3adawla,عالدولة,0
9319,7moum,حموم,0
9320,elmostawayet,المستويات,0
9321,testanni,تستني,0
9322,yab9a,يبق,0
9323,el2adhen,الاذان,0
9324,ye5lef,يخلف,0
9325,aziz,عزيز,0
9326,l2awenha,لاوانها,0
9327,2a5barhom,أخباركم,0
9328,yengherch,ينغرش,0
9329,sarou5,صاروخ,0
9330,ghale2,غلاء,0
9331,chi2t,شءت,0
9332,chleghem,الشلاغم,0
9333,5ademet,الخدمات,0
9334,ese7a,الساحة,0
9335,dehmani,دهماني,0
9336,loula,لولة,0
9337,eyh,إي,0
9338,y5arjouk,يخرجوك,0
9339,etma3,الطمع,0
9340,falizet,الفاليزات,0
9341,el5ayen,الخاين,0
9342,ljbal,لجبل,0
9343,torjmen,ترجمان,0
9344,w3andhom,وعندهم,0
9345,lilma3arri,للمعري,0
9346,l2abi,لأبي,0
9347,elma3arri,المعرى,0
9348,w7in,وحين,0
9349,5onarkom,خناركم,0
9350,mnaghma,منضمة,0
9351,azid,ازيد,0
9352,tjibou,تجيبوا,0
9353,wyo5lsou,ويخلصو,0
9354,toumiya,تومية,0
9355,elba3ir,البعير,0
9356,t3awnou,تعاونو,0
9357,echeb,الشاب,0
9358,wyomken,ويمكن,0
9359,selma,سالمة,0
9360,abwe9,ابواق,0
9361,2in5ifadh,إنخفاض,0
9362,sour,سور,0
9363,yosr,يسر,0
